station,window_scale,start_idx,end_idx,start_time,end_time,pc1,pc2
4804126,12,696,707,2025-01-30 08:00:00,2025-01-30 19:00:00,-0.7335399470546397,-0.09671544154203074
4804126,12,708,719,2025-01-30 20:00:00,2025-01-31 07:00:00,-0.8022850321133072,-0.023127880357063535
4804126,12,720,731,2025-01-31 08:00:00,2025-01-31 19:00:00,-0.7682449116493414,-0.05953833019992447
5802053,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,-1.2927978300999445,0.6719030290230495
5802053,12,12,23,2025-01-01 12:00:00,2025-01-01 23:00:00,-1.2592492845648458,0.638423247034168
5802053,12,24,35,2025-01-02 00:00:00,2025-01-02 11:00:00,-1.27969017689089,0.6588740327596028
5802053,12,36,47,2025-01-02 12:00:00,2025-01-02 23:00:00,-1.258447613159635,0.6378751924472016
5802053,12,48,59,2025-01-03 00:00:00,2025-01-03 11:00:00,-1.2646547137097524,0.643454981016937
5802053,12,60,71,2025-01-03 12:00:00,2025-01-03 23:00:00,-1.2013547322957199,0.5806409688502921
5802053,12,72,83,2025-01-04 00:00:00,2025-01-04 11:00:00,-1.2625987424618679,0.6425567309975578
5802053,12,84,95,2025-01-04 12:00:00,2025-01-04 23:00:00,-1.2331378038112326,0.6136923347587476
5802053,12,96,107,2025-01-05 00:00:00,2025-01-05 11:00:00,-1.2851820909047462,0.6658601174135746
5802053,12,108,119,2025-01-05 12:00:00,2025-01-05 23:00:00,-1.2619168629338307,0.642802659076858
5802053,12,120,131,2025-01-06 00:00:00,2025-01-06 11:00:00,-1.2687113534091397,0.6488746552199918
5802053,12,132,143,2025-01-06 12:00:00,2025-01-06 23:00:00,-1.2719650335753638,0.6538405377055083
5802053,12,144,155,2025-01-07 00:00:00,2025-01-07 11:00:00,-1.2766735615885971,0.65764458999736
5802053,12,156,167,2025-01-07 12:00:00,2025-01-07 23:00:00,-1.2782939693243625,0.6600013271160499
5802053,12,168,179,2025-01-08 00:00:00,2025-01-08 11:00:00,-1.2899543302369285,0.6712840897072518
5802053,12,180,191,2025-01-08 12:00:00,2025-01-08 23:00:00,-1.2800633244446782,0.6619395533182933
5802053,12,192,203,2025-01-09 00:00:00,2025-01-09 11:00:00,-1.2810487756815807,0.662344382646082
5802053,12,204,215,2025-01-09 12:00:00,2025-01-09 23:00:00,-1.27760353960791,0.6597603292689076
5802053,12,216,227,2025-01-10 00:00:00,2025-01-10 11:00:00,-1.281338475471215,0.6629089904625703
5802053,12,228,239,2025-01-10 12:00:00,2025-01-10 23:00:00,-1.244877226997633,0.626300289874534
5802053,12,240,251,2025-01-11 00:00:00,2025-01-11 11:00:00,-1.2682099852156326,0.6495475802213643
5802053,12,252,263,2025-01-11 12:00:00,2025-01-11 23:00:00,-1.1995634018433294,0.5802334278236301
5802053,12,264,275,2025-01-12 00:00:00,2025-01-12 11:00:00,-1.257432400371661,0.6384432147201323
5802053,12,276,287,2025-01-12 12:00:00,2025-01-12 23:00:00,-1.2253453911761154,0.6079434555725468
5802053,12,288,299,2025-01-13 00:00:00,2025-01-13 11:00:00,-1.2865647247118905,0.6695706073344855
5802053,12,300,311,2025-01-13 12:00:00,2025-01-13 23:00:00,-1.2771998787487708,0.6609891281423959
5802053,12,312,323,2025-01-14 00:00:00,2025-01-14 11:00:00,-1.2787607929795552,0.6620649529074601
5802053,12,324,335,2025-01-14 12:00:00,2025-01-14 23:00:00,-1.2570207760714491,0.6410260822005457
5802053,12,336,347,2025-01-15 00:00:00,2025-01-15 11:00:00,-1.3110203624152188,0.6965685912800081
5802053,12,348,359,2025-01-15 12:00:00,2025-01-15 23:00:00,-1.2902766468466278,0.6756829373653616
5802053,12,360,371,2025-01-16 00:00:00,2025-01-16 11:00:00,-1.2775654938697563,0.6622064208702588
5802053,12,372,383,2025-01-16 12:00:00,2025-01-16 23:00:00,-1.257587035083131,0.6429303489129891
5802053,12,384,395,2025-01-17 00:00:00,2025-01-17 11:00:00,-1.2440871293409768,0.6282500010554527
5802053,12,396,407,2025-01-17 12:00:00,2025-01-17 23:00:00,-1.083005210095978,0.4661385403303796
5802053,12,408,419,2025-01-18 00:00:00,2025-01-18 11:00:00,-1.2190193842276984,0.6038173084042977
5802053,12,420,431,2025-01-18 12:00:00,2025-01-18 23:00:00,-0.9525492139747223,0.33372228349384586
5802053,12,432,443,2025-01-19 00:00:00,2025-01-19 11:00:00,-0.9640723447652719,0.34195193741630436
5802053,12,444,455,2025-01-19 12:00:00,2025-01-19 23:00:00,-0.9767561088887347,0.3604000377518057
5802053,12,456,467,2025-01-20 00:00:00,2025-01-20 11:00:00,-1.2681942145641911,0.6570838991598043
5802053,12,468,479,2025-01-20 12:00:00,2025-01-20 23:00:00,-1.2368930874243784,0.625442675533227
5802053,12,480,491,2025-01-21 00:00:00,2025-01-21 11:00:00,-1.2946349170952198,0.6840936536943375
5802053,12,492,503,2025-01-21 12:00:00,2025-01-21 23:00:00,-1.2908138246471774,0.6809747737027603
5802053,12,504,515,2025-01-22 00:00:00,2025-01-22 11:00:00,-1.278188078251765,0.6671569808499715
5802053,12,516,527,2025-01-22 12:00:00,2025-01-22 23:00:00,-1.2588435293121418,0.6485171670558172
5802053,12,528,539,2025-01-23 00:00:00,2025-01-23 11:00:00,-1.2864956724115908,0.6765734166131642
5802053,12,540,551,2025-01-23 12:00:00,2025-01-23 23:00:00,-1.2667257623404706,0.6571799139285013
5802053,12,552,563,2025-01-24 00:00:00,2025-01-24 11:00:00,-1.2973941543914298,0.6882100038796327
5802053,12,564,575,2025-01-24 12:00:00,2025-01-24 23:00:00,-1.2727816199719053,0.6636299434267234
5802053,12,576,587,2025-01-25 00:00:00,2025-01-25 11:00:00,-1.2911194832011217,0.6812452870200473
5802053,12,588,599,2025-01-25 12:00:00,2025-01-25 23:00:00,-1.2912788136568338,0.6820326433385341
5802053,12,600,611,2025-01-26 00:00:00,2025-01-26 11:00:00,-1.2939965589238784,0.6841458944515519
5802053,12,612,623,2025-01-26 12:00:00,2025-01-26 23:00:00,-1.2740350900509518,0.6642421866631334
5802053,12,624,635,2025-01-27 00:00:00,2025-01-27 11:00:00,-1.2836483967334422,0.673512634533967
5802053,12,636,647,2025-01-27 12:00:00,2025-01-27 23:00:00,-1.2823703803028716,0.6731377404399215
5802053,12,648,659,2025-01-28 00:00:00,2025-01-28 11:00:00,-1.315670252511782,0.7071472876377461
5802053,12,660,671,2025-01-28 12:00:00,2025-01-28 23:00:00,-1.2826634996122328,0.673419096362738
5802053,12,672,683,2025-01-29 00:00:00,2025-01-29 11:00:00,-1.2944615479335346,0.6852037640873258
5802053,12,684,695,2025-01-29 12:00:00,2025-01-29 23:00:00,-1.26991397694428,0.6612171809718578
5802053,12,696,707,2025-01-30 00:00:00,2025-01-30 11:00:00,-1.3166002305310947,0.7092630269092938
5802053,12,708,719,2025-01-30 12:00:00,2025-01-30 23:00:00,-1.270596657780749,0.6625495589446356
5802053,12,720,731,2025-01-31 00:00:00,2025-01-31 11:00:00,-1.2953915259528475,0.6873195033588734
5CSD8GG,12,0,11,2025-01-28 14:00:00,2025-01-29 01:00:00,4.249078237219895,-4.452918749638766
5LKN3,12,0,11,2025-01-07 18:00:00,2025-01-08 05:00:00,15.78552551701134,10.253999858720334
5LKN3,12,12,23,2025-01-08 06:00:00,2025-01-08 17:00:00,-1.201747945145981,0.44796922687316476
5WUJ24E,12,0,11,2025-01-07 11:00:00,2025-01-07 22:00:00,4.97315259861018,-5.507612891490098
6NV2S7Y,12,0,11,2025-01-15 13:00:00,2025-01-16 00:00:00,4.084035382990053,-4.197244906522474
7801671,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,-1.2837174277007248,0.6634265631667715
7801671,12,12,23,2025-01-01 12:00:00,2025-01-01 23:00:00,-1.2545221258507169,0.634623693652076
7801671,12,24,35,2025-01-02 00:00:00,2025-01-02 11:00:00,-1.2670475126914917,0.6469029061319298
7801671,12,36,47,2025-01-02 12:00:00,2025-01-02 23:00:00,-1.251791195999021,0.6324728109132478
7801671,12,48,59,2025-01-03 00:00:00,2025-01-03 11:00:00,-1.2946577861385697,0.6761345075661448
7801671,12,60,71,2025-01-03 12:00:00,2025-01-03 23:00:00,-1.26445035278582,0.6465405073977509
7801671,12,72,83,2025-01-04 00:00:00,2025-01-04 11:00:00,-1.2601033434804532,0.6407945386684203
7801671,12,84,95,2025-01-04 12:00:00,2025-01-04 23:00:00,-1.2637363397179735,0.6464422572325932
7801671,12,96,107,2025-01-05 00:00:00,2025-01-05 11:00:00,-1.2697188295967283,0.6511667060975017
7801671,12,108,119,2025-01-05 12:00:00,2025-01-05 23:00:00,-1.2742000562542282,0.6566461315160238
7801671,12,120,131,2025-01-06 00:00:00,2025-01-06 11:00:00,-1.2690355912342692,0.6498098464280114
7801671,12,132,143,2025-01-06 12:00:00,2025-01-06 23:00:00,-1.271102187021415,0.6535155877960738
7801671,12,144,155,2025-01-07 00:00:00,2025-01-07 11:00:00,-1.2843039785119887,0.666164598801927
7801671,12,156,167,2025-01-07 12:00:00,2025-01-07 23:00:00,-1.2895200379890002,0.6724570877008257
7801671,12,168,179,2025-01-08 00:00:00,2025-01-08 11:00:00,-1.2955877641578826,0.6782502468376923
7801671,12,180,191,2025-01-08 12:00:00,2025-01-08 23:00:00,-1.2884166908080024,0.6714514588222663
7801671,12,192,203,2025-01-09 00:00:00,2025-01-09 11:00:00,-1.2955877641578826,0.6782502468376923
7801671,12,204,215,2025-01-09 12:00:00,2025-01-09 23:00:00,-1.2744325507590564,0.6571750663339108
7801671,12,216,227,2025-01-10 00:00:00,2025-01-10 11:00:00,-1.2741624689669488,0.6564874823655913
7801671,12,228,239,2025-01-10 12:00:00,2025-01-10 23:00:00,-1.2354144482932046,0.6176407237551743
7801671,12,240,251,2025-01-11 00:00:00,2025-01-11 11:00:00,-1.268574562878853,0.6508832979530562
7801671,12,252,263,2025-01-11 12:00:00,2025-01-11 23:00:00,-1.1792109147369008,0.561452179627982
7801671,12,264,275,2025-01-12 00:00:00,2025-01-12 11:00:00,-1.2497056367165191,0.6319978682576968
7801671,12,276,287,2025-01-12 12:00:00,2025-01-12 23:00:00,-1.154062328162637,0.534975409062813
7801671,12,288,299,2025-01-13 00:00:00,2025-01-13 11:00:00,-1.2785335176272226,0.6618760685404552
7801671,12,300,311,2025-01-13 12:00:00,2025-01-13 23:00:00,-1.2785300309684964,0.6627567776219884
7801671,12,312,323,2025-01-14 00:00:00,2025-01-14 11:00:00,-1.2733600006043329,0.6570141466128298
7801671,12,324,335,2025-01-14 12:00:00,2025-01-14 23:00:00,-1.2735127992263329,0.6583922277296804
7801671,12,336,347,2025-01-15 00:00:00,2025-01-15 11:00:00,-1.2736391774104725,0.6579263119666635
7801671,12,348,359,2025-01-15 12:00:00,2025-01-15 23:00:00,-1.2832407493439963,0.6691683291627476
7801671,12,360,371,2025-01-16 00:00:00,2025-01-16 11:00:00,-1.2808208067978049,0.6660028505984674
7801671,12,372,383,2025-01-16 12:00:00,2025-01-16 23:00:00,-1.2726696036593448,0.6589242804793815
7801671,12,384,395,2025-01-17 00:00:00,2025-01-17 11:00:00,-1.2158480088882866,0.5993195562322562
7801671,12,396,407,2025-01-17 12:00:00,2025-01-17 23:00:00,-1.0605387007950908,0.44288512796375734
7801671,12,408,419,2025-01-18 00:00:00,2025-01-18 11:00:00,-1.2350988270908991,0.6210645033123384
7801671,12,420,431,2025-01-18 12:00:00,2025-01-18 23:00:00,-1.0698314296626001,0.45822625784376825
7801671,12,432,443,2025-01-19 00:00:00,2025-01-19 11:00:00,-1.0998286087070552,0.48265472893781747
7801671,12,444,455,2025-01-19 12:00:00,2025-01-19 23:00:00,-1.0403654071556647,0.4266261073644823
7801671,12,456,467,2025-01-20 00:00:00,2025-01-20 11:00:00,-1.2662607733308142,0.6561220442927275
7801671,12,468,479,2025-01-20 12:00:00,2025-01-20 23:00:00,-1.2514328742108687,0.6426400296431577
7801671,12,480,491,2025-01-21 00:00:00,2025-01-21 11:00:00,-1.2614422674870285,0.6499328571216537
7801671,12,492,503,2025-01-21 12:00:00,2025-01-21 23:00:00,-1.2880599790647038,0.6779156862035312
7801671,12,504,515,2025-01-22 00:00:00,2025-01-22 11:00:00,-1.2875949900550476,0.6768578165677573
7801671,12,516,527,2025-01-22 12:00:00,2025-01-22 23:00:00,-1.276383672068469,0.6663295042102595
7801671,12,528,539,2025-01-23 00:00:00,2025-01-23 11:00:00,-1.3152052635021256,0.7060894180019723
7801671,12,540,551,2025-01-23 12:00:00,2025-01-23 23:00:00,-1.2657204441984165,0.6561329668410091
7801671,12,552,563,2025-01-24 00:00:00,2025-01-24 11:00:00,-1.2911969813693978,0.6814215986260096
7801671,12,564,575,2025-01-24 12:00:00,2025-01-24 23:00:00,-1.263767291444034,0.6540989365155943
7801671,12,576,587,2025-01-25 00:00:00,2025-01-25 11:00:00,-1.2862982101866989,0.6763916788130032
7801671,12,588,599,2025-01-25 12:00:00,2025-01-25 23:00:00,-1.283722408242992,0.6745696552214624
7801671,12,600,611,2025-01-26 00:00:00,2025-01-26 11:00:00,-1.2919322335379866,0.6821155933987753
7801671,12,612,623,2025-01-26 12:00:00,2025-01-26 23:00:00,-1.28598650780489,0.6764733876648287
7801671,12,624,635,2025-01-27 00:00:00,2025-01-27 11:00:00,-1.3016326212834148,0.6920025521027517
7801671,12,636,647,2025-01-27 12:00:00,2025-01-27 23:00:00,-1.2785523778788286,0.6688270242123039
7801671,12,648,659,2025-01-28 00:00:00,2025-01-28 11:00:00,-1.2921445928277664,0.6822650429637711
7801671,12,660,671,2025-01-28 12:00:00,2025-01-28 23:00:00,-1.2929009606414372,0.684319488473304
7801671,12,672,683,2025-01-29 00:00:00,2025-01-29 11:00:00,-1.297704147064534,0.6889152503034819
7801671,12,684,695,2025-01-29 12:00:00,2025-01-29 23:00:00,-1.29178455887391,0.6844236153955555
7801671,12,696,707,2025-01-30 00:00:00,2025-01-30 11:00:00,-1.3030275883123839,0.6951761610100732
7801671,12,708,719,2025-01-30 12:00:00,2025-01-30 23:00:00,-1.2651622584730031,0.6572725454229157
7801671,12,720,731,2025-01-31 00:00:00,2025-01-31 11:00:00,-1.2925144502300907,0.6844188959273686
7801671,12,732,743,2025-01-31 12:00:00,2025-01-31 23:00:00,-1.2935219264176794,0.6867109468048785
7KEK,12,0,11,2025-01-17 09:00:00,2025-01-17 20:00:00,20.366255388046085,13.968218660262862
7KNF,12,0,11,2025-01-03 00:00:00,2025-01-03 11:00:00,7.294251004166878,-4.570464335790444
7MNHGYB,12,0,11,2025-01-20 16:00:00,2025-01-21 03:00:00,4.539590629875815,-4.675131180385207
8DZ7Y3T,12,0,11,2025-01-25 13:00:00,2025-01-26 00:00:00,1.1649740100170334,-1.9227339738486637
8UM7ETF,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,-0.7517132339663232,0.05596043225192333
9V5998,12,0,11,2025-01-02 05:00:00,2025-01-02 16:00:00,1.011917803316183,-1.7664262955590782
9V5998,12,12,23,2025-01-02 17:00:00,2025-01-03 04:00:00,0.9778100165861913,-1.7385389638149287
9V8372,12,0,11,2025-01-10 12:00:00,2025-01-10 23:00:00,23.187528611629137,11.147270897110447
9V8839,12,0,11,2025-01-12 18:00:00,2025-01-13 05:00:00,3.2978412684512945,-3.4222559243318624
9V8839,12,12,23,2025-01-13 06:00:00,2025-01-13 17:00:00,-1.201747945145981,0.44796922687316476
9V8839,12,24,35,2025-01-13 18:00:00,2025-01-14 05:00:00,-1.201747945145981,0.44796922687316476
9XLHEBZ,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,-0.6818893823600201,-0.01590594936909881
A8VP8,12,0,11,2025-01-11 06:00:00,2025-01-11 17:00:00,-1.201747945145981,0.44796922687316476
AHM59XC,12,0,11,2025-01-28 18:00:00,2025-01-29 05:00:00,-1.201747945145981,0.44796922687316476
AHSBERV,12,0,11,2025-01-01 22:00:00,2025-01-02 09:00:00,-1.201747945145981,0.44796922687316476
BJKUBKR,12,0,11,2025-01-14 03:00:00,2025-01-14 14:00:00,-1.201747945145981,0.44796922687316476
BJKUBKR,12,12,23,2025-01-14 15:00:00,2025-01-15 02:00:00,-1.201747945145981,0.44796922687316476
DLXT34Y,12,0,11,2025-01-28 12:00:00,2025-01-28 23:00:00,3.282952811482373,-4.509082310746975
DYBJBBS,12,0,11,2025-01-14 18:00:00,2025-01-15 05:00:00,5.320216450312113,-6.038642069497192
FJQBABJ,12,0,11,2025-01-24 00:00:00,2025-01-24 11:00:00,-0.704199260406646,0.01898423188066988
FSACF2V,12,0,11,2025-01-11 05:00:00,2025-01-11 16:00:00,1.855709062888772,-2.589291083255149
GPP23MW,12,0,11,2025-01-19 11:00:00,2025-01-19 22:00:00,0.9941183294604745,-1.736459635133796
JGKVTNH,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,4.997217835033568,-5.341973102255839
JJKGXKX,12,0,11,2025-01-31 01:00:00,2025-01-31 12:00:00,4.398919525365256,-4.561605263609654
KER7UNY,12,0,11,2025-01-20 22:00:00,2025-01-21 09:00:00,4.473732819780923,-5.545791878423377
KHVEVKQ,12,0,11,2025-01-12 11:00:00,2025-01-12 22:00:00,9.19253931913605,-2.8440170483413305
KHVEVKQ,12,12,23,2025-01-12 23:00:00,2025-01-13 10:00:00,-1.201747945145981,0.44796922687316476
MMZT85X,12,0,11,2025-01-24 00:00:00,2025-01-24 11:00:00,5.001005193631374,-7.0097761716199205
NCR33JR,12,0,11,2025-01-14 18:00:00,2025-01-15 05:00:00,-0.8071817457082526,0.12049266122250954
PVLL43S,12,0,11,2025-01-28 01:00:00,2025-01-28 12:00:00,1.3338739310149137,-1.9322646077656676
TXQQQGX,12,0,11,2025-01-17 04:00:00,2025-01-17 15:00:00,3.984662390967944,-4.331033174911713
URHPHJZ,12,0,11,2025-01-21 12:00:00,2025-01-21 23:00:00,-0.8112989272127564,0.1267546700527571
V7A5254,12,0,11,2025-01-21 07:00:00,2025-01-21 18:00:00,13.37894603754871,-6.510960150095695
V7FQ8,12,0,11,2025-01-02 00:00:00,2025-01-02 11:00:00,11.538934920426028,-1.8916065738170948
V7ZZ6,12,0,11,2025-01-11 15:00:00,2025-01-12 02:00:00,4.950087040350957,-5.054345644196029
V7ZZ6,12,12,23,2025-01-12 03:00:00,2025-01-12 14:00:00,5.336410633095566,-5.493009903015942
V7ZZ6,12,24,35,2025-01-12 15:00:00,2025-01-13 02:00:00,-1.201747945145981,0.44796922687316476
VROX2,12,0,11,2025-01-03 16:00:00,2025-01-04 03:00:00,12.284073945648087,-3.562933809502644
VROX2,12,12,23,2025-01-04 04:00:00,2025-01-04 15:00:00,11.107444184008234,-4.504654769880754
VRVL9,12,0,11,2025-01-01 05:00:00,2025-01-01 16:00:00,1.4676720189869377,-2.2197536656830703
VRVL9,12,12,23,2025-01-01 17:00:00,2025-01-02 04:00:00,1.6596269844344442,-2.40754873050646
VRVN3,12,0,11,2025-01-25 06:00:00,2025-01-25 17:00:00,-0.8047169603825616,-0.020554914483487674
VRVN3,12,12,23,2025-01-25 18:00:00,2025-01-26 05:00:00,-0.8248912297207592,0.0010649715773488645
VRVN9,12,0,11,2025-01-18 15:00:00,2025-01-19 02:00:00,-1.201747945145981,0.44796922687316476
VRVN9,12,12,23,2025-01-19 03:00:00,2025-01-19 14:00:00,17.453514900997252,-12.257806599118704
WFQNLHW,12,0,11,2025-01-03 06:00:00,2025-01-03 17:00:00,22.030197286403773,7.901094779704193
WGAE,12,0,11,2025-01-03 16:00:00,2025-01-04 03:00:00,13.979321198273544,-1.9535673637047524
WGAE,12,12,23,2025-01-04 04:00:00,2025-01-04 15:00:00,15.920753529957299,1.3840544616245571
WHQBY4B,12,0,11,2025-01-01 18:00:00,2025-01-02 05:00:00,4.233428745079152,-4.480310124243202
WHQBY4B,12,12,23,2025-01-02 06:00:00,2025-01-02 17:00:00,5.355781745271595,-5.555249214604932
WMCS,12,0,11,2025-01-24 06:00:00,2025-01-24 17:00:00,3.3975069213087763,-4.1273404770694455
WMDK,12,0,11,2025-01-22 23:00:00,2025-01-23 10:00:00,1.0566129086647154,-1.7934533772880363
WMHA,12,0,11,2025-01-09 04:00:00,2025-01-09 15:00:00,1.876009080759359,-2.621245678005657
WMHA,12,12,23,2025-01-09 16:00:00,2025-01-10 03:00:00,1.0161128365917411,-1.7711218784423761
WMKN,12,0,11,2025-01-01 03:00:00,2025-01-01 14:00:00,24.394445658993725,17.974199882282466
WPSTZMY,12,0,11,2025-01-16 20:00:00,2025-01-17 07:00:00,4.839183245735567,-5.668086738425487
WTAA,12,0,11,2025-01-02 21:00:00,2025-01-03 08:00:00,0.8541639468576545,-1.5959480577847716
WTAA,12,12,23,2025-01-03 09:00:00,2025-01-03 20:00:00,-1.201747945145981,0.44796922687316476
WTAA,12,24,35,2025-01-03 21:00:00,2025-01-04 08:00:00,-1.201747945145981,0.44796922687316476
YTEAPAS,12,0,11,2025-01-22 08:00:00,2025-01-22 19:00:00,5.2752945962231435,-5.745583088600624
YTFAA5E,12,0,11,2025-01-12 21:00:00,2025-01-13 08:00:00,4.406118629915815,-4.665426525952797
YTFAA5E,12,12,23,2025-01-13 09:00:00,2025-01-13 20:00:00,4.239230829896072,-4.410523003469012
YTWRDKK,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,5.7537835300852445,-6.6068302690388405
ZHPBD5L,12,0,11,2025-01-25 19:00:00,2025-01-26 06:00:00,-0.8041561031149314,-0.021024933334902712
ZSWCQRH,12,0,11,2025-01-08 19:00:00,2025-01-09 06:00:00,4.611223937674208,-5.135852604169296
ZZB5AKK,12,0,11,2025-01-26 20:00:00,2025-01-27 07:00:00,4.166982594668358,-4.592532562597085
